Date,AAPL,MSFT,NVDA,TSLA,^GSPC
2023-12-07,47477700,23118900,350823000,107142300,3818880000
2023-12-08,53406400,20154400,359224000,103126800,3707010000
2023-12-11,60943700,27708800,509728000,97913900,3823210000
2023-12-12,52696900,24838300,372387000,95328300,3808380000
2023-12-13,70404200,30955500,447792000,146286300,5063650000
2023-12-14,66831600,43277500,391232000,160829200,6314040000
2023-12-15,128538400,78502300,479948000,135932800,8218980000
2023-12-18,55751900,21802900,412587000,116416500,4060340000
2023-12-19,40714100,20603700,464444000,106737400,4026970000
2023-12-20,52242800,26316700,397894000,125097000,4201320000
2023-12-21,46482500,17708000,300425000,109594200,3431180000
2023-12-22,37149600,17107500,252507000,93370100,3046770000
2023-12-26,28919300,12673100,244200000,86892400,2513910000
2023-12-27,48087700,14905400,233648000,106494400,2748450000
2023-12-28,34049900,14327000,246587000,113619900,2698860000
2023-12-29,42672100,18730800,389293000,100891600,3126060000
2024-01-02,82488700,25258600,411254000,104654200,3743050000
2024-01-03,58414500,23083500,320896000,121082600,3950760000
2024-01-04,71983600,20901500,306535000,102629300,3715480000
2024-01-05,62379700,21004600,415039000,92488900,3844370000
2024-01-08,59144500,23134000,642510000,85166600,3742320000
2024-01-09,42841800,20830000,773100000,96705700,3529960000
2024-01-10,46792900,25514200,533796000,91628500,3498680000
2024-01-11,49128400,27850800,596759000,105873600,3759890000
2024-01-12,40477800,21661200,352994000,123043800,3486340000
2024-01-16,65603000,27202300,449580000,115355000,4260550000
2024-01-17,47317400,22234100,474394000,103164400,3928600000
2024-01-18,78005800,23392100,491650000,108595400,4019000000
2024-01-19,68903000,29331100,543501000,102260300,4287200000
2024-01-22,60133900,27016900,452955000,117952500,4297610000
2024-01-23,42355600,20525900,294654000,106605900,3912800000
2024-01-24,53631300,24867000,560271000,123369900,4330030000
2024-01-25,54822100,21021200,482777000,198076800,4020430000
2024-01-26,44594000,17803300,390309000,107343200,3353400000
2024-01-29,47145600,24510200,348733000,125013100,3525160000
2024-01-30,55859400,33477600,410735000,109982300,3836130000
2024-01-31,55467800,47871100,453795000,103221400,4696120000
2024-02-01,64885400,30657700,369146000,91843300,4386090000
2024-02-02,102551700,28256700,476578000,110612700,3974350000
2024-02-05,69668800,25352300,680078000,134294400,4023640000
2024-02-06,43490800,18382600,683111000,122676000,4440880000
2024-02-07,53439000,22340500,495575000,111535200,4895590000
2024-02-08,40962000,21225300,414422000,83034000,4341860000
2024-02-09,45155200,22032800,436637000,84476300,3912990000
2024-02-12,41781900,21202900,613710000,95498600,3805740000
2024-02-13,56529500,27824900,602580000,86759500,4302190000
2024-02-14,54630500,20401200,504917000,81203000,3845600000
2024-02-15,65434500,21825500,420122000,120831800,4137970000
2024-02-16,49752500,22296500,495327000,111346700,3833270000
2024-02-20,53665600,24307900,704833000,104545800,4034880000
2024-02-21,41371400,18518900,673755000,103500300,3788390000
2024-02-22,52292200,27009900,865100000,92739500,4051710000
2024-02-23,45119700,16295900,829388000,78841900,3672790000
2024-02-26,40867400,16193500,503973000,111747100,3683930000
2024-02-27,54318900,14835800,391705000,108645400,3925950000
2024-02-28,48953900,13183100,393110000,99806200,3789370000
2024-02-29,136682600,31947300,507289000,85907000,5219740000
2024-03-01,73563100,17823400,479135000,82243100,4748110000
2024-03-04,81510100,17596000,615616000,134334900,4758440000
2024-03-05,95132400,26919200,520639000,119660800,4418410000
2024-03-06,68587700,22344100,582520000,107920900,4559050000
2024-03-07,71765100,18718500,608119000,102129000,4137980000
2024-03-08,76267000,18002200,1142269000,85544600,4208870000
2024-03-11,60139500,16120800,678364000,85391500,3896430000
2024-03-12,59825400,22457000,668075000,87391700,4080510000
2024-03-13,52488700,17115900,635713000,106524500,4282890000
2024-03-14,72913500,34157300,602318000,126325700,4687970000
2024-03-15,121752700,45079900,642086000,97146800,7753670000
2024-03-18,75604200,20106000,668976000,108214400,4036220000
2024-03-19,55215200,19837900,672171000,77271400,4031760000
2024-03-20,53423100,17860100,479063000,83846700,4064850000
2024-03-21,106181300,21296200,480372000,73178000,4207730000
2024-03-22,71160100,17648500,586719000,75580600,3374700000
2024-03-25,54288300,18060500,552136000,74228600,3331360000
2024-03-26,57388400,16725600,513648000,113186200,3871790000
2024-03-27,60273300,16705000,586067000,81804000,3850500000
2024-03-28,65672700,21871200,435212000,77654800,3998270000
2024-04-01,46240500,16316000,452441000,81562100,3325930000
2024-04-02,49329500,17912000,433064000,116650600,3886590000
2024-04-03,47691700,16502300,370067000,82950100,3703250000
2024-04-04,53704400,19370900,434965000,123162000,4075680000
2024-04-05,42104800,16554800,399678000,143157600,3386780000
2024-04-08,37425500,14272400,283220000,104423300,3278180000
2024-04-09,42373800,12496900,501700000,102951700,3400680000
2024-04-10,49709300,16216600,431929000,84532400,3845930000
2024-04-11,91070300,17966400,431637000,94516000,3509380000
2024-04-12,101670900,19253800,426805000,64722700,3963220000
2024-04-15,73531800,20273500,443077000,100245300,3950210000
2024-04-16,73711200,16765600,370453000,97000000,4006200000
2024-04-17,50901200,15855500,495400000,82439700,3596130000
2024-04-18,43122900,21029900,447260000,96098800,3619760000
2024-04-19,68149400,30565800,875198000,87074500,3878750000
2024-04-22,48116400,20286900,596341000,107097600,3820250000
2024-04-23,49537800,15734500,438559000,124545100,3751400000
2024-04-24,48251800,15065300,512208000,181178000,3656740000
2024-04-25,50558300,40586500,424641000,126427500,3958050000
2024-04-26,44838400,29694700,551011000,109815700,3604140000
2024-04-29,68169400,19582100,388971000,243869700,3447450000
2024-04-30,65934800,28781400,363709000,127031800,4082470000
2024-05-01,50383100,23562500,559863000,92829700,4544170000
2024-05-02,94214900,17709400,377898000,89148000,4381660000
2024-05-03,163224100,17446700,398341000,75491500,3924990000
2024-05-06,78569700,16996600,376203000,84390300,3683250000
2024-05-07,77305800,20018200,437342000,75045900,3987890000
2024-05-08,45057100,11792300,325721000,79969500,3842100000
2024-05-09,48983000,14689700,378013000,65950300,3727370000
2024-05-10,50759500,13402300,335325000,72627200,3617900000
2024-05-13,72044800,15440200,289680000,67018900,4255710000
2024-05-14,52393600,15109300,296507000,86407400,4763580000
2024-05-15,70400000,22239500,417735000,79663000,4360810000
2024-05-16,52845200,17530100,323952000,59812200,3817470000
2024-05-17,41282900,15352200,359691000,77445800,3578120000
2024-05-20,44361300,16272100,318764000,61727400,3420100000
2024-05-21,42309400,21453300,328946000,115266500,3662240000
2024-05-22,34648500,18073700,548648000,88313500,3847130000
2024-05-23,51005900,17211700,835065000,71975500,3869520000
2024-05-24,36327000,11855300,429494000,65584500,3005510000
2024-05-28,52280100,15718000,652728000,59736600,3751540000
2024-05-29,53068000,15517100,557442000,54782600,3552750000
2024-05-30,49889100,28394500,484553000,77618400,3818750000
2024-05-31,75158300,47995300,613263000,67314600,5437160000
2024-06-03,50080500,17484700,438392000,68568900,4046920000
2024-06-04,47471400,14348900,403324000,60056300,3707900000
2024-06-05,54156800,16988000,528402000,57953800,3591460000
2024-06-06,41181800,14861300,664696000,69887000,3609990000
2024-06-07,53103900,13621700,412386000,56244900,3692760000
2024-06-10,97010200,13982900,313434100,50774600,3622280000
2024-06-11,172373300,14551100,222551200,64761900,3568030000
2024-06-12,198134300,22366200,299595000,90389400,3962840000
2024-06-13,97862700,15960600,260704500,118984100,3530380000
2024-06-14,70122700,13582000,309320400,82038200,3438650000
2024-06-17,93728300,20790000,288504400,109786100,3447840000
2024-06-18,79943300,17112500,294335100,68982300,3544330000
2024-06-20,86172500,19877400,517768400,55893100,3847060000
2024-06-21,241805100,34187100,649445800,61937300,6773800000
2024-06-24,80727000,15913700,476060900,61992100,3696750000
2024-06-25,55549700,16413400,414192600,62905700,3591960000
2024-06-26,66213200,16507000,362975900,95737100,3563920000
2024-06-27,49772700,14806300,252571700,72746500,3589530000
2024-06-28,82542700,28362300,315516700,95438100,7199220000
2024-07-01,60402900,17662800,284885500,135691400,3488760000
2024-07-02,58046200,13979800,218374000,205047900,3329950000
2024-07-03,37369800,9932800,215749000,166561500,2179470000
2024-07-05,60412400,16000300,214176700,154501200,3253080000
2024-07-08,59085900,12962300,237677300,157219600,3185670000
2024-07-09,48076100,17207200,285366600,160210900,3232920000
2024-07-10,62627700,18196100,248978600,128519400,3336100000
2024-07-11,64710600,23111200,374782700,221707300,4020950000
2024-07-12,53046500,16324300,252680500,155955800,3700280000
2024-07-15,62631300,14429400,208326200,146912900,3620470000
2024-07-16,43234300,17175700,214769500,126332500,4041760000
2024-07-17,57345900,21778000,390086200,115584800,4246450000
2024-07-18,66034600,20794800,320979500,110869000,4007510000
2024-07-19,49151500,20940400,217223800,87403900,3760570000
2024-07-22,48201800,15808800,258068900,101225400,3375180000
2024-07-23,39960300,13107100,173911000,111928200,3500210000
2024-07-24,61777600,26805800,327776900,167942900,3945550000
2024-07-25,51391200,29943800,460067000,100636500,4592120000
2024-07-26,41601300,23583800,293399100,94604100,3638770000
2024-07-29,36311800,15125800,248152100,129201800,3379970000
2024-07-30,41643800,32687600,486833300,100560300,3777740000
2024-07-31,50036300,42891400,473174200,67497000,4546910000
2024-08-01,62501000,30296400,523462300,83861900,4703620000
2024-08-02,105568600,29437900,482027500,82880100,5156450000
2024-08-05,119548600,40709200,552842400,100308800,5333250000
2024-08-06,69660500,24946500,409012100,73783900,4690190000
2024-08-07,63516400,20650900,411440400,71159800,4558260000
2024-08-08,47161100,20203000,391910000,65033900,4016830000
2024-08-09,42201600,19276700,290844200,58648300,3516400000
2024-08-12,38028100,16762900,325559900,64044900,3360160000
2024-08-13,44155300,19414300,312646700,76247400,3648980000
2024-08-14,41960600,18267000,339246400,70250000,3380050000
2024-08-15,46414000,20752100,318086700,89848500,3723310000
2024-08-16,44340200,22775600,302589900,88765100,3357690000
2024-08-19,40687800,15234000,318333600,76435200,3222050000
2024-08-20,30299000,16387600,300087400,74001200,2994420000
2024-08-21,34765500,16067300,257883600,70146000,3119670000
2024-08-22,43695300,19361900,376189100,79514500,2981530000
2024-08-23,38677300,18493800,323230300,81525200,3291940000
2024-08-26,30602200,13152800,331964700,59301200,2938570000
2024-08-27,35934600,13492900,303134600,62821400,2798990000
2024-08-28,38052200,14882700,448101100,64116400,3053450000
2024-08-29,51906300,17045200,453023300,62308800,3065640000
2024-08-30,52990800,24308300,333751600,63370600,4185850000
2024-09-03,50190600,20313600,477155100,76714200,3866350000
2024-09-04,43840200,15135800,372470300,80651800,3478140000
2024-09-05,36615400,14195500,306850700,119355000,3521650000
2024-09-06,48423000,19609500,413638100,112177000,3822800000
2024-09-09,67180000,15295100,273912000,67443500,3825940000
2024-09-10,51591000,19594300,268283700,78891100,3848180000
2024-09-11,44587100,19266900,441422400,83548600,3839450000
2024-09-12,37455600,17395700,366052700,71894900,3655070000
2024-09-13,36766600,15874600,238358300,59515100,3500790000
2024-09-16,59357400,13834700,248772300,54323000,3437070000
2024-09-17,45519300,18874200,231925900,66761600,3443600000
2024-09-18,59894900,18898000,310318900,78010200,3691390000
2024-09-19,66781300,21706600,293506400,102694600,4024530000
2024-09-20,318679900,55167100,382462400,99879100,7867260000
2024-09-23,54146000,15128900,206228500,86927200,3529550000
2024-09-24,43556100,17015800,354966800,88491000,3872710000
2024-09-25,42308700,13396400,284692900,65034300,3624910000
2024-09-26,36636700,14492000,302582900,67142200,4391180000
2024-09-27,34026000,14896100,271009200,70988100,3898530000
2024-09-30,54541900,16807300,226553700,80705700,4425730000
2024-10-01,63285000,19092900,302094500,87397600,4025180000
2024-10-02,32880600,16582300,221845900,93983900,3829050000
2024-10-03,34044200,13686400,277118000,80729200,3597450000
2024-10-04,37245100,19169700,243678100,86573200,3479400000
2024-10-07,39505400,20919800,346250200,68113300,3637790000
2024-10-08,31855700,19229300,285722500,56303200,3393400000
2024-10-09,33591100,14974300,246191600,66289500,3650340000
2024-10-10,28183500,13848400,242311300,83087100,3208790000
2024-10-11,31759200,14144900,170209500,142628900,3208720000
2024-10-14,39882100,16653100,232347700,86291900,3005250000
2024-10-15,64751400,18900200,377831000,62988800,3882120000
2024-10-16,34082200,15508900,264879700,49632800,3467230000
2024-10-17,32993800,14820000,306435900,50791800,3480010000
2024-10-18,46431500,17145300,176090200,49611900,3374490000
2024-10-21,36254500,14206100,264554500,47329000,3407010000
2024-10-22,38846600,25482200,226311600,43268700,3342080000
2024-10-23,52287000,19654400,285930000,80938900,3532650000
2024-10-24,31109500,13581600,172354900,204491900,3543030000
2024-10-25,38802300,16899100,205122100,161611900,3501280000
2024-10-28,36087100,14882400,173586700,107653600,3691280000
2024-10-29,35417200,17644100,157593600,80521800,3879100000
2024-10-30,47070900,29749100,179418100,53993600,3851120000
2024-10-31,64370100,53971000,270039600,66575300,4425660000
2024-11-01,65276700,24230400,207127800,57544800,3796450000
2024-11-04,44944500,19672300,187528200,68802400,3602060000
2024-11-05,28111300,17626000,160537400,69282500,3768310000
2024-11-06,54561100,26681800,242043900,165228700,6329530000
2024-11-07,42137700,19901800,207323300,117309200,4925740000
2024-11-08,38328800,16891400,175665800,204782800,4666740000
2024-11-11,42005600,24503300,182325600,210521600,4333000000
2024-11-12,40398300,19401200,198634700,155726000,4243400000
2024-11-13,48566200,21502200,191903300,125405600,4220180000
2024-11-14,44923900,30246900,194463300,120726100,4184570000
2024-11-15,47923700,28247600,250132900,114440300,4590960000
2024-11-18,44633700,24727000,221205300,126085600,3983860000
2024-11-19,36211800,18133500,227834900,88852500,4036940000
2024-11-20,35169600,19191700,309871700,66340700,3772620000
2024-11-21,42108300,20780200,400946600,58011700,4230120000
2024-11-22,38168300,24814600,236406200,89140700,4141420000
2024-11-25,90152800,27691100,344941900,95890900,5633150000
2024-11-26,45986200,23458900,190287700,62295900,3835170000
2024-11-27,33498400,18332400,226370900,57896400,3363340000
2024-11-29,28481400,16271900,141863200,37167600,2444420000
2024-12-02,48137100,20207200,171682800,77986500,4412470000
2024-12-03,38861000,18302000,164414000,58267200,4095000000
2024-12-04,44383900,26009400,231224300,50810900,4003390000
2024-12-05,40033900,21697800,172621200,81403600,4212020000
2024-12-06,36870600,18821000,188505600,81455800,3924830000
2024-12-09,44649200,19144400,189308600,96359200,4556460000
2024-12-10,36914800,18469500,210020900,97563600,4048410000
2024-12-11,45205800,19200200,184905200,104287600,4269950000
2024-12-12,32777500,20834800,159211400,87752200,3678010000
2024-12-13,33155300,20177800,231514900,89000200,3584960000
2024-12-16,51694800,23598800,237951100,114083800,4391100000
2024-12-17,51356400,22733500,259410300,131223000,4544500000
2024-12-18,56774100,24444500,277444500,149340800,5246960000
2024-12-19,60882300,22963700,209719200,118566100,4896880000
2024-12-20,147495300,64263700,306528600,132216200,8223220000
2024-12-23,40858800,19152500,176053500,72698100,3593280000
2024-12-24,23234700,7164500,105157000,59551800,1757720000
2024-12-26,27237100,8194200,116205600,76366400,2904530000
2024-12-27,42355300,18117700,170582600,82666800,3159610000
2024-12-30,35557500,13158700,167734700,64941000,3433250000
2024-12-31,39480700,13246500,155659200,76825100,3128350000
2025-01-02,55740700,16896500,198247200,109710700,3621680000
2025-01-03,40244100,16662900,229322500,95423300,3667340000
2025-01-06,45045600,20573600,265377400,85516500,4940120000
2025-01-07,40856000,18139100,351782200,75699500,4517330000
2025-01-08,37628900,15054600,227349900,73038800,4441740000
2025-01-10,61710900,20201100,207602500,62287300,4751930000
2025-01-13,49630700,17604800,204808900,67580500,4421200000
2025-01-14,39435300,16935900,195590500,84565000,4142280000
2025-01-15,39832000,19637800,185217300,81375500,4544570000
2025-01-16,71759100,15300000,209235600,68335200,4285810000
2025-01-17,68488300,26197500,201188800,94991400,4366830000
2025-01-21,98070400,26085700,197749000,87320900,4702920000
2025-01-22,64126500,27803800,237651400,60963300,4323040000
2025-01-23,60234800,18389300,155915500,50690600,4432250000
2025-01-24,54697900,15549500,234657600,56427100,4214250000
2025-01-27,94863400,35647800,818830900,58125500,5198750000
2025-01-28,75707600,23491700,579666400,48910700,4473640000
2025-01-29,45486100,23581400,467120600,68033600,4115310000
2025-01-30,55658300,54586300,392925500,98092900,4634620000
2025-01-31,100959800,34161900,388161100,83283600,4843770000
2025-02-03,73063300,25679100,371235700,93732100,4797210000
2025-02-04,45067300,20532100,256550000,57072200,4410160000
2025-02-05,39620300,16316700,262230800,57223300,4756250000
2025-02-06,29925300,16309800,251483600,77918200,4847120000
2025-02-07,39707200,22886800,228186300,70298300,4766900000
2025-02-10,33115600,20817900,216989100,77514900,4458760000
2025-02-11,53718400,18140600,178902400,118543400,4324880000
2025-02-12,45243300,19121700,160278600,105382700,4627960000
2025-02-13,53614100,23891700,197430000,89441500,4763800000
2025-02-14,40896200,22758500,195479600,68277300,4335190000
2025-02-18,48822500,21423100,219176600,51631700,4684980000
2025-02-19,32204200,24114200,167536000,67094400,4562330000
2025-02-20,32316900,23508700,143903600,45965400,4813690000
2025-02-21,53197400,27524800,228217600,74058600,5434560000
2025-02-24,51326400,26443700,251381100,76052300,4990120000
2025-02-25,48013300,29387400,271428700,134228800,5374690000
2025-02-26,44433600,19619000,322553800,100118300,4869580000
2025-02-27,41153600,21127400,443175800,101748200,5057680000
2025-02-28,56833400,32845700,389091100,115697000,6441140000
2025-03-03,47184000,23007700,411381400,115551400,5613850000
2025-03-04,53798100,29342900,398163300,126706600,6138110000
2025-03-05,47227600,23433100,284337900,94042900,5285970000
2025-03-06,45170400,23304600,321181900,98451600,5165080000
2025-03-07,46273600,22034100,341755500,102369600,5705140000
2025-03-10,72071200,32840100,366487400,189076900,6409370000
2025-03-11,76137400,30380200,354865700,174896400,6221240000
2025-03-12,62547500,24253600,323857500,142215700,5219830000
2025-03-13,61368300,20473000,299033100,114813500,5018980000
2025-03-14,60107600,19952800,277593500,100242300,4863180000
2025-03-17,48073400,22474300,255501500,111900600,5031770000
2025-03-18,42432400,19486900,299686900,111477600,4666270000
2025-03-19,54385400,19185500,273426200,111993800,4660090000
2025-03-20,48862900,18470500,248829700,99028300,4678420000
2025-03-21,94127800,39675900,266498500,132728700,9367460000
2025-03-24,44299500,21004500,228452500,169079900,4517990000
2025-03-25,34493600,15775000,167447200,150361500,4467340000
2025-03-26,34466100,16108400,293463300,153629800,4183140000
2025-03-27,37094800,13766800,236902100,162572100,4403460000
2025-03-28,39818600,21632000,229872500,123809400,4513330000
2025-03-31,65299300,35184700,299212700,134008900,5257250000
2025-04-01,36412700,19689500,222614000,146486900,4434500000
2025-04-02,35905900,16092600,220601200,212787800,4243830000
2025-04-03,103419000,30198000,338769400,136174300,7210470000
2025-04-04,125910900,49209900,532273800,181229400,8853500000
2025-04-07,160466300,50425000,611041300,183453800,8691980000
2025-04-08,120859500,35868900,476243400,171603500,7408140000
2025-04-09,184395900,50199700,612918300,219433400,9489600000
2025-04-10,121880000,38024400,437812400,181722600,6677140000
2025-04-11,87435900,23839200,313417300,128948100,5602550000
2025-04-14,101352900,19251200,264705000,100135200,5031440000
2025-04-15,51343900,17199900,228966900,79594300,4317110000
2025-04-16,59732400,21967800,397016900,112378700,4607750000
2025-04-17,52164700,21120200,292517500,83404800,4714880000
2025-04-21,46742500,20807300,288501100,97768000,4226340000
2025-04-22,52976400,19485000,241004800,120858500,4666950000
2025-04-23,52929200,20545500,247526000,150381900,5371390000
2025-04-24,47311000,22232300,220815000,94464200,4697710000
2025-04-25,38222300,18973200,251064700,167560700,4236580000
2025-04-28,38743100,16579400,207708500,151731800,4257880000
2025-04-29,36827600,14974000,170444300,108906600,4747150000
2025-04-30,52286500,36461100,235044600,128961100,5449490000
2025-05-01,57365700,58938100,236121500,99659000,4935270000
2025-05-02,101010600,30757400,190194800,114454700,4854380000
2025-05-05,69018500,20136100,133163200,94618900,4358260000
2025-05-06,51216500,15104200,158525600,76715800,4717260000
2025-05-07,68536700,23295300,206758800,71592600,4987440000
2025-05-08,50478900,23491300,198428100,97539400,5627400000
2025-05-09,36453900,15324200,132972200,132387800,4645090000
2025-05-12,63775800,22821900,225023300,112826700,6014580000
2025-05-13,51909300,23618800,330430100,136992600,5516290000
2025-05-14,49325800,19902800,281180800,136997300,5233450000
2025-05-15,45029500,21992300,226632600,97882600,4991290000
2025-05-16,54737900,23849800,226542500,95895700,4850850000
2025-05-19,46140500,21336500,193154600,88869900,4144010000
2025-05-20,42496600,15441800,161514200,131715500,4416850000
2025-05-21,59211800,19216900,270608700,102354800,5254250000
2025-05-22,46742400,18025600,187344000,97113400,5157050000
2025-05-23,78432900,16883500,198821300,84654800,4662820000
2025-05-27,56288500,20974300,192953600,120146400,5366380000
2025-05-28,45339700,17086300,304021100,91404300,4665050000
2025-05-29,51396800,13974800,369241900,88087800,4569750000
2025-05-30,70819900,34770500,333170900,123474900,6378540000
2025-06-02,35423300,16626500,197663100,81873800,4832240000
2025-06-03,46381600,15743800,225578800,99324500,5026680000
2025-06-04,43604000,14162700,167120800,98912100,4767050000
2025-06-05,55126100,20131700,231397900,287499800,5091850000
2025-06-06,46607700,15285600,153986200,164747700,4355710000
2025-06-09,72862600,16469900,185114500,140908900,4642360000
2025-06-10,54672600,15375900,155881900,151256500,4882880000
2025-06-11,60989900,16399200,167694000,122611400,5111550000
2025-06-12,43904600,18950600,162365000,105127500,4669500000
2025-06-13,51447300,16814500,180820600,128964300,5258910000
2025-06-16,43020700,15626100,183133700,83925900,5111710000
2025-06-17,38856200,15414100,139108000,88282700,4955700000
2025-06-18,45394700,17526500,161494100,95137700,5106470000
2025-06-20,96813500,37576200,242956200,108688000,7451500000
2025-06-23,55814300,24864000,154308900,190716800,5597000000
2025-06-24,54064000,22305600,187566100,114736200,5443690000
2025-06-25,39525700,17495100,269146500,119845100,5171110000
2025-06-26,50799100,21578900,198145700,80440900,5308140000
2025-06-27,73188600,34539200,263234500,89067000,7889350000
2025-06-30,91912800,28369000,194580300,76695100,5782900000
2025-07-01,78788900,19945400,213143600,145085700,6275310000
2025-07-02,67941800,16319600,171224100,119483700,5645710000
2025-07-03,34955800,13984800,143716100,58042300,3378110000
2025-07-07,50229000,13981600,140139000,131177900,5236740000
2025-07-08,42848900,11846600,138133000,103246700,5739030000
2025-07-09,48749400,18659500,183656400,75586800,4813340000
2025-07-10,44443600,16492100,167704100,104365300,5367350000
2025-07-11,39765800,16459500,193633300,79236400,4656210000
2025-07-14,38840100,12058800,136975800,78043400,4722250000
2025-07-15,42296300,14927200,230627400,77556300,5133670000
2025-07-16,47490500,15154400,158831500,97284800,5177460000
2025-07-17,48068100,17503100,160841100,73922900,5512290000
2025-07-18,48974600,21209700,146456400,94255000,5184700000
2025-07-21,51377400,14066800,123126100,75768800,5010840000
2025-07-22,46404100,13868600,193114300,77370400,5662040000
2025-07-23,46989300,16396600,154082200,92553800,5642510000
2025-07-24,46022600,16107000,128984600,156966000,5282720000
2025-07-25,40268800,19125700,122316800,148227000,4470720000
2025-07-28,37858000,14308000,140023500,112673800,4565620000
2025-07-29,51411700,16469200,154077500,87358900,5076120000
2025-07-30,45512500,26380400,174312200,83931900,5375070000
2025-07-31,80698400,51617300,221685400,85270900,6077080000
2025-08-01,104434500,28977600,204529000,89121400,5827150000
2025-08-04,75109300,25349000,148174600,78683900,4842580000
2025-08-05,44155100,19171600,156407600,57961300,5517410000
2025-08-06,108483100,21355700,137192300,78523600,5408560000
2025-08-07,90224800,16079100,151878400,66658700,5306090000
2025-08-08,113854000,15531000,123396700,91200300,4769910000
2025-08-11,61806100,20194400,138323200,105320200,4652400000
2025-08-12,55626200,18667000,145485700,80522100,5135300000
2025-08-13,69878500,19619200,179871700,67838900,5195950000
2025-08-14,51916300,20269100,129554000,75000700,4462050000
2025-08-15,56038700,25213300,156602200,74319800,4575060000
2025-08-18,37476200,23760600,132008000,56956600,4162290000
2025-08-19,39402600,21481000,185229200,75956000,4377440000
2025-08-20,42263900,27723000,215142700,77481800,4470390000
2025-08-21,30621200,18443300,140040900,55744400,4013560000
2025-08-22,42477800,24324200,172789400,94016300,5046860000
2025-08-25,30983100,21638600,163012800,86670000,4059070000
2025-08-26,54575100,30835700,168688200,76651600,4867680000
2025-08-27,31259500,17277900,235518900,65519000,4143680000
2025-08-28,38074700,18015600,281787800,67903200,4283760000
2025-08-29,39418400,20961600,243257900,81145700,4234840000
2025-09-02,44075600,18128000,231164900,58392000,4784000000
2025-09-03,66427800,16345100,164424900,88733300,4465360000
2025-09-04,47549400,15509500,141670100,60711000,4670770000
2025-09-05,54870400,31994800,224441400,108989800,5066120000
2025-09-08,48999500,16771000,163769100,75208300,5211500000
2025-09-09,66313900,14410500,157548400,53816000,4798350000
2025-09-10,83440800,21611800,226852000,72121700,5253010000
2025-09-11,50208600,18881600,151159300,103756000,5426460000
2025-09-12,55824200,23624900,124911000,168156400,4641640000
2025-09-15,42699500,17143800,147061600,163823700,5045020000
2025-09-16,63421100,19711900,140737800,104285700,5359510000
2025-09-17,46508000,15816600,211843800,106133500,5805340000
2025-09-18,44249600,18913700,191763300,90454500,5292400000
2025-09-19,163741300,52474100,237182100,93131000,9125960000
2025-09-22,105517400,20009300,269637000,97108800,5642620000
2025-09-23,60275200,19799600,192559600,83422700,5633620000
2025-09-24,42303700,13533700,143564100,93133600,5459180000
2025-09-25,55202100,15786500,191586700,96746400,5874670000
2025-09-26,46076300,16213100,148573700,101628200,5103110000
2025-09-29,40127700,17617800,193063500,79491500,5358760000
2025-09-30,37704300,19728200,236981000,74358000,6057210000
2025-10-01,48713900,22632300,173844900,98122300,6037950000
2025-10-02,42630200,21222900,136805800,137009000,5416130000
2025-10-03,49155600,15112300,137596900,133188200,5713110000
2025-10-06,44664100,21388600,157678100,85324900,5604460000
2025-10-07,31955800,14615200,140088000,102296100,5546150000
2025-10-08,36496900,13363400,130168900,71192100,5383130000
2025-10-09,38322000,18343600,182997200,69339900,5385020000
2025-10-10,61999100,24133800,268774400,112107900,6596610000
2025-10-13,38142900,14284200,153482800,79552800,5303960000
2025-10-14,35478000,14684300,205641400,72669400,5666920000
2025-10-15,33893600,14694700,214450500,71558200,5633060000
2025-10-16,39777000,15559600,179723300,77189900,6048180000
2025-10-17,49147000,19867800,173135200,89331600,5358120000
2025-10-20,90483000,14665600,128544700,63719000,4672170000
2025-10-21,46695900,15586200,124240200,54412200,5245020000
2025-10-22,45015300,18962700,162249600,84023500,5710010000
2025-10-23,32754900,14023500,111363700,126709800,5565750000
2025-10-24,38253700,15532400,131296700,94727800,5058220000
2025-10-27,44888200,18734700,153452700,105867500,5290650000
2025-10-28,41534800,29986700,297986200,80185700,5695930000
2025-10-29,51086700,36023000,308829600,67983500,6280130000
2025-10-30,69886500,41023100,178864400,72447900,6052700000
2025-10-31,86167100,34006400,179802200,83135800,6398280000
2025-11-03,50194600,22374700,180267300,84595200,6065720000
2025-11-04,49274800,20958700,188919300,87756600,5739510000
2025-11-05,43683100,23024300,171350300,85573000,5939600000
2025-11-06,51204000,27406500,223029800,109622900,6051900000
2025-11-07,48227400,24019800,264942300,103471500,5926070000
2025-11-10,41312400,26101500,198897100,76515900,5366050000
2025-11-11,46208300,17980000,176483300,60533200,4983490000
2025-11-12,48398000,26574900,154935300,58513500,5293610000
2025-11-13,49602800,25273100,207423100,118948000,5473720000
2025-11-14,47431300,28505700,186591900,105506700,5042660000
2025-11-17,45018300,19092800,173628900,102214300,5204220000
2025-11-18,45677300,33815100,213598900,80688600,5159390000
2025-11-19,40424500,23245300,247246400,72047700,5021610000
2025-11-20,45823600,26802500,343504800,113548800,5596080000
2025-11-21,59030800,31769200,346926200,100460600,5929930000
2025-11-24,65585800,34421000,256618300,96806400,6039740000
2025-11-25,46914200,28019800,320600300,71915600,5003330000
2025-11-26,33431400,25709100,183852000,63463000,4485000000
2025-11-28,20135600,14386700,121332800,36252900,2558540000
2025-12-01,46587700,23964000,188131000,57463600,4549370000
2025-12-02,53669500,19562700,182632200,69336600,4582290000
